Player_Name,Team,Position,Games_Played,Minutes,Field_Goals,Field_Goals_Attempted,Field_Goal_Percentage,three_points,three_points_attempted,Three_points_percentage,Free_throw,Free_throw_attempt,Free_throw_percentage,Offensive_rebounds,Defensive_rebounds,Total_rebounds,Assists,Steals,Turnovers,Blocks,Personal_fouls,PTS,Playmaking,Shooting,Offense,All_Around,Defense
Lavoy Allen,PHI,C,79,21.2,2.6,5.8,45.2,0,0,0,0.5,0.8,71.7,2.1,3.1,5.1,0.9,0.3,0.7,0.7,2.3,5.8,-0.471698113,0.471465042,0.841138659,9.202531646,4.1
Leandro Barbosa,BOS,SG,41,12.5,2,4.7,43,0.4,1.1,38.3,0.8,1,75.6,0.2,0.9,1.1,1.4,0.4,0.5,0.1,1.2,5.2,3.466666667,0.504643669,0.908315565,5.146341463,1.4
LeBron James,MIA,SF,77,37.8,10.1,17.8,56.7,1.4,3.3,40.6,5.3,7,75.3,1.3,6.7,8,7.2,1.7,2.9,0.9,1.4,26.8,5.026455026,0.641727191,1.107593239,35.7012987,9.3
Linas Kleiza,TOR,SF,21,17.9,2.3,6.9,33.3,1,3.1,30.3,1.5,1.8,84.2,0.5,2,2.5,0.8,0.2,0.7,0.1,2.1,7,-0.931098696,0.454489241,0.82122905,5.571428571,2.3
Lou Amundson,NOR,PF,16,11.6,1,2.5,40,0,0,0,0.5,1,50,1.4,1.9,3.3,0.5,0.6,0.5,0.4,1.6,2.5,-1.436781609,0.425170068,0.714285714,5.8125,2.9
Louis Williams,ATL,SG,39,28.7,4.8,11.4,42.2,1.8,5,36.7,2.7,3.1,86.8,0.2,1.8,2.1,3.6,1.1,1.9,0.3,1.4,14.1,1.742160279,0.551942839,0.949094047,13.12820513,3.2
Luc Mbah a Moute,MIL,PF,58,23,2.7,6.6,40.6,0.2,0.6,35.1,1.3,2.2,56.9,1.6,2.9,4.5,1,0.7,1.2,0.2,1.4,6.8,-2.31884058,0.448420286,0.762088975,9,3.8
Luis Scola,PHO,PF,81,26.8,5.3,11.2,47.2,0,0.2,18.8,2.2,2.8,78.7,2,4.7,6.7,2.2,0.8,1.5,0.4,3.1,12.9,-0.124378109,0.518929763,0.914660832,16.19753086,5.9
Luke Babbitt,POR,SF,62,11.8,1.4,3.8,36.8,1,2.9,34.8,0.2,0.2,76.9,0.2,2,2.2,0.5,0.2,0.4,0.1,1.3,3.9,-0.564971751,0.501492042,0.906367041,4.080645161,2.3
Luke Ridnour,MIN,PG,82,30.1,4.5,9.9,45,0.8,2.6,31.1,1.7,2,84.3,0.5,2,2.5,3.8,1,1.6,0.2,2.3,11.4,3.100775194,0.528750452,0.912195122,12.20731707,3.2
Luke Walton,CLE,SF,49,17.4,1.4,3.7,39.2,0.4,1.4,29.9,0.2,0.4,50,0.8,2.2,3,3.3,0.9,1.2,0.3,2,3.5,5.747126437,0.453108535,0.688,7.714285714,3.4
Luol Deng,CHI,SF,74,38.6,6.2,14.5,42.9,1,3.1,32,3,3.7,81.1,2.2,4.2,6.4,3,1.1,1.9,0.4,1.4,16.5,0.259067358,0.511495023,0.903774981,17.90540541,5.7
Malcolm Lee,MIN,SG,16,18.1,1.8,4.8,38.2,0.5,1.5,33.3,0.8,1.3,60,0.9,1.5,2.4,1.2,0.8,0.6,0.4,1.9,4.9,1.104972376,0.452226345,0.8,6.5,2.7
Manu Ginobili,SAS,SG,60,23.2,3.8,9,42.5,1.4,3.9,35.3,2.7,3.4,79.6,0.5,2.9,3.4,4.6,1.3,2.2,0.2,1.9,11.8,3.735632184,0.562118902,0.914728682,14.6,4.4
Marc Gasol,MEM,C,79,34.9,5.4,10.9,49.2,0,0.2,7.1,3.4,4,85,2.3,5.4,7.8,3.9,1,1.9,1.7,3.2,14.1,2.005730659,0.556977721,0.95295124,21.6835443,8.1
Marcin Gortat,PHO,C,61,30.8,4.8,9.3,52.1,0,0,0,1.5,2.3,65.2,2.1,6.4,8.5,1.2,0.7,1.6,1.6,2.1,11.1,-2.597402597,0.53849825,0.921088435,17.80327869,8.7
Marco Belinelli,CHI,SG,73,25.8,3.3,8.4,39.5,1.1,3,35.7,1.9,2.3,83.9,0.2,1.7,1.9,2,0.6,1.1,0.1,1.9,9.6,0.904392765,0.510248646,0.902187902,8.410958904,2.4
Marcus Camby,NYK,C,24,10.5,0.7,2.2,32.1,0,0,0,0.3,0.8,42.1,1,2.3,3.3,0.6,0.3,0.6,0.6,1.2,1.8,-1.904761905,0.350391134,0.562091503,4.958333333,3.2
Marcus Morris,HOU,PF,54,21.4,3.2,7.4,42.8,1.4,3.6,38.1,0.9,1.4,65.3,1.2,2.9,4.1,0.9,0.5,1,0.3,2.2,8.6,-1.869158879,0.535252861,0.943089431,9.685185185,3.7
Marcus Thornton,SAC,SG,71,24.3,4.7,10.9,42.9,2,5.3,37.3,1.6,1.8,88.1,0.7,1.8,2.5,1.3,0.8,0.9,0.1,1.5,12.9,-0.137174211,0.551594566,1.015521064,10.70422535,2.7
Mario Chalmers,MIA,PG,77,26.8,3,6.9,43,1.6,4,41,1.1,1.4,78.7,0.2,2,2.2,3.5,1.5,1.5,0.2,2.5,8.7,3.109452736,0.579063818,0.955777461,11,3.7
Markieff Morris,PHO,PF,81,22.5,3.3,8,40.7,0.6,1.7,33.6,1.1,1.5,72.8,1.6,3.2,4.8,1.3,0.9,1.3,0.8,2.6,8.2,-1.925925926,0.473150154,0.815724816,10.39506173,4.9
Marquis Daniels,MIL,SF,59,18.5,2.3,5.9,38.1,0.3,1.2,27.8,0.7,0.9,74.1,0.8,1.7,2.5,1.1,0.8,0.8,0.2,1.3,5.5,-0.36036036,0.437627922,0.771055753,5.93220339,2.7
Marreese Speights,MEM,PF,40,14.4,2.7,6.2,42.9,0.1,0.1,40,1.2,1.7,71.6,1.9,2.8,4.7,0.5,0.3,0.9,0.7,2.2,6.6,-3.935185185,0.474956822,0.830188679,8.9,3.8
Marshon Brooks,BKN,SG,74,12.7,2.1,4.6,46.2,0.2,0.8,26.8,0.9,1.3,73.4,0.4,1,1.4,1,0.5,0.9,0.2,1.3,5.4,-1.837270341,0.523231478,0.879120879,5.513513514,1.7
Martell Webster,WAS,SF,77,28.9,3.7,8.4,44.2,1.8,4.3,42.3,2.3,2.7,84.9,0.7,3.2,3.8,1.9,0.6,1.2,0.2,2.2,11.5,0.230680507,0.599848345,1.051008304,12.50649351,4
Marvin Williams,UTH,PF,74,23.4,2.7,6.4,42.3,0.7,2.2,32.5,1,1.3,77.8,0.7,2.8,3.6,1,0.5,0.8,0.5,1.3,7.1,-0.56980057,0.508484426,0.903614458,8.486486486,3.8
Matt Barnes,LAC,SF,80,25.8,3.9,8.4,46.2,1.4,4.1,34.2,1.1,1.5,74.4,1.4,3.2,4.6,1.5,1,1.1,0.8,2.9,10.3,-0.387596899,0.568432671,1.004878049,13,5
Matt Bonner,SAS,PF,69,13.4,1.6,3.4,48.3,0.8,1.8,43.4,0.2,0.2,73.3,0.4,1.5,1.9,0.6,0.2,0.2,0.3,1.2,4.2,1.492537313,0.601260574,1.1328125,5.202898551,2
Maurice Harkless,ORL,SF,15,37.9,5,12.5,40.1,0.5,2.9,18.2,2.2,3.8,57.9,2.1,2.9,5,1,1.7,1.9,0.9,2.9,12.7,-3.254177661,0.448188474,0.778004073,13.53333333,5.5
Metta World Peace,LAL,SF,75,33.7,4.4,11,40.3,1.9,5.5,34.2,1.7,2.3,73.4,1.3,3.6,5,1.5,1.6,1.3,0.6,2.6,12.4,-0.890207715,0.516024503,0.921248143,13.8,5.8
Meyers Leonard,POR,C,68,17.4,2.2,4,55,0,0.1,42.9,1,1.3,80.5,1.1,2.5,3.7,0.5,0.2,0.7,0.6,2.4,5.5,-2.107279693,0.601828012,1.027472527,8.308823529,3.3
Michael Beasley,PHO,SF,74,20.5,4,10.1,39.8,0.6,1.9,31,1.3,1.7,74.6,0.7,3,3.7,1.5,0.4,1.9,0.5,1.4,9.9,-4.390243902,0.456731967,0.770767613,8.418918919,3.9
Michael Kidd.Gilchrist,CHA,SF,78,25.8,3.5,7.7,45.9,0,0.1,22.2,1.8,2.4,74.6,1.7,4.1,5.7,1.5,0.7,1.3,0.9,2.1,8.9,-1.162790698,0.507844515,0.872407291,12.80769231,5.7
Mickael Gelabale,MIN,SF,35,17.8,2,3.8,51.9,0.5,1.4,32,0.5,0.5,94.1,0.9,1.8,2.7,0.7,0.5,0.5,0.1,1.3,4.9,-0.187265918,0.610275334,1.075,6.657142857,2.4
Mickael Pietrus,TOR,SF,19,20.4,1.8,5.2,34.7,1.1,3.4,31.3,0.6,0.9,66.7,0.3,1.6,1.9,0.5,0.6,0.8,0.3,1.7,5.3,-2.287581699,0.474267468,0.824489796,4.736842105,2.5
Mike Conley,MEM,PG,63,34.4,5.2,11.9,43.5,1.2,3.7,33.8,2.9,3.5,83,0.5,2.2,2.8,6,2,2.3,0.3,2.1,14.5,4.941860465,0.539398518,0.909000497,17.20634921,4.5
Mike Conley Jr.,MEM,PG,16,34.8,4.9,10.7,46.2,1.7,3.8,44.3,2.9,3.6,82.5,0.6,2.5,3.1,6.5,2.7,2.9,0.3,2.3,14.5,4.118773946,0.59027071,0.943089431,19.125,5.5
Mike Dunleavy,MIL,SF,75,25.9,3.7,8.3,44.4,1.7,4,43,1.4,1.7,82.3,0.4,3.4,3.8,1.9,0.5,1.2,0.5,1.9,10.5,0.257400257,0.579991756,1.014157014,11.73333333,4.4
Mike James,DAL,PG,44,19.2,2.3,6.1,36.9,1,2.8,37.7,0.5,0.6,77.8,0.2,1.4,1.6,3.1,0.5,1.2,0.1,2.1,6,4.513888889,0.472373318,0.790419162,6.363636364,2
Mike Miller,MIA,SG,59,15.1,1.6,3.7,42,1.1,2.8,40.4,0.1,0.2,77.8,0.3,2.4,2.6,1.7,0.4,0.6,0.1,1.1,4.4,3.53200883,0.582228592,1.003861004,6.610169492,2.9
Mike Scott,ATL,PF,40,10.3,2,4.1,48.1,0,0.1,0,1.2,1.6,76.6,1,1.9,2.9,0.4,0.1,0.6,0.1,0.9,5.1,-3.236245955,0.53080766,0.927272727,6.3,2.1
Mo Williams,UTH,PG,45,30.8,5,11.7,43,1.3,3.4,38.8,1.6,1.8,88,0.5,1.9,2.4,6.2,1,2.7,0.2,2.2,13,4.653679654,0.51987061,0.848440899,13.57777778,3.1
Moe Harkless,ORL,SF,60,23.3,3.1,6.3,49.2,0.4,1.2,32.9,0.7,1.2,56.3,1.5,2.8,4.3,0.6,1,0.7,0.8,1.7,7.2,-1.287553648,0.527240773,0.947368421,10.5,4.6
Monta Ellis,MIL,PG,82,37.6,7.3,17.5,41.6,1.2,4,29.1,3.6,4.6,78.2,0.5,3.4,3.9,6.1,2.1,3.1,0.4,2,19.4,2.570921986,0.496914197,0.847403462,19.6097561,5.9
Nando de Colo,SAS,PG,73,13,1.5,3.4,43,0.4,1.1,37.3,0.5,0.6,80.4,0.3,1.6,2,1.9,0.6,1.2,0.1,1.2,3.9,0.512820513,0.532989228,0.796089385,5.493150685,2.3
Nate Robinson,CHI,PG,81,25.4,4.8,11.2,43.3,1.7,4.2,40.5,1.7,2.1,79.9,0.4,1.9,2.2,4.4,1,1.7,0.1,2.5,13,4.855643045,0.536259931,0.931858407,12.98765432,3
Nazr Mohammed,CHI,C,62,10.7,1,2.8,37.4,0,0,0,0.5,0.7,72.1,1.1,1.9,3,0.4,0.3,0.4,0.5,1.5,2.6,-1.246105919,0.417271408,0.73015873,4.790322581,2.7
Nen?,WAS,C,58,27.4,4.7,9.9,47.6,0,0,0,3.3,4.4,73.5,1.6,5.1,6.7,2.9,0.9,2.3,0.6,2.9,12.7,-1.338199513,0.537015447,0.883163571,17.4137931,6.6
Nick Collison,OKC,PF,80,19.5,2.2,3.6,59.8,0,0.1,0,0.7,1,76.3,1.5,2.6,4.1,1.5,0.6,0.9,0.4,2.4,5.1,0.512820513,0.631188119,1.02,9.7,3.6
Nick Young,PHI,SG,59,24.1,3.8,9.2,41.5,1.2,3.5,34.9,1.8,2.2,82.3,0.4,1.8,2.2,1.4,0.6,0.8,0.2,1.4,10.7,0.553250346,0.525658114,0.963358779,9.305084746,2.6
Nicolas Batum,POR,SF,73,38.4,4.8,11.4,42.3,2.3,6.1,37.2,2.4,2.9,84.8,1.3,4.3,5.6,4.9,1.2,2.6,1.1,1.9,14.3,1.736111111,0.564153554,0.925531915,18.4109589,6.6
Nikola Pekovic,MIN,C,63,31,6.1,11.8,51.8,0,0,0,3.7,5,74.4,3.7,5,8.7,0.9,0.7,1.6,0.8,2.3,16,-3.225806452,0.57168784,1.006490265,21.0952381,6.5
Nikola Vucevic,ORL,C,76,33.2,6,11.5,51.7,0,0.1,0,1.1,1.7,68.3,3.5,8.3,11.9,1.8,0.8,1.8,1,2.8,13.1,-1.807228916,0.535046629,0.926080893,21.90789474,10.1
Norris Cole,MIA,PG,80,19.9,2.3,5.4,42,0.4,1.3,35,0.7,1,64.6,0.2,1.4,1.7,2,0.7,1.3,0.1,2,5.6,0.167504188,0.479452055,0.777777778,6,2.2
O.J. Mayo,DAL,SG,81,35.6,5.6,12.6,44.8,1.7,4.3,40.8,2.3,2.9,81.8,0.4,3.1,3.5,4.4,1.1,2.6,0.3,2.4,15.3,0.936329588,0.550960512,0.918117821,15.59259259,4.5
Omer Asik,HOU,C,82,30,4,7.4,54.2,0,0,0,2,3.6,55.9,3.3,8.3,11.6,0.9,0.6,2.1,1.1,2.7,10.1,-5,0.561889251,0.893685915,20.3902439,10
Omri Casspi,CLE,SF,42,12,1.5,3.8,39.4,0.6,1.8,32.9,0.5,1,53.7,0.5,2.2,2.7,0.7,0.6,0.5,0.3,1.1,4.1,-0.277777778,0.481846706,0.851485149,6.071428571,3.1
Orlando Johnson,IND,SG,51,12.1,1.4,3.5,39.8,0.7,1.8,38.3,0.4,0.6,73.3,0.4,1.7,2.1,0.9,0.2,0.6,0.2,1,4,0,0.52948505,0.904656319,4.882352941,2.1
P.J. Tucker,PHO,SG,78,24.1,2.6,5.6,47,0.3,0.9,31.4,0.8,1.1,74.4,1.7,2.7,4.4,1.3,0.8,0.9,0.2,1.8,6.4,-0.138312586,0.525440148,0.907272727,9.487179487,3.7
Pablo Prigioni,NYK,PG,77,16.2,1.3,2.8,45.8,0.7,1.7,40.5,0.3,0.3,88,0.5,1.3,1.8,3,0.9,1.1,0,1.6,3.5,5.555555556,0.597028127,0.864,6.597402597,2.2
Patrick Beverley,HOU,PG,41,17.3,1.9,4.6,41.8,0.9,2.3,37.5,0.8,1,82.9,1.1,1.6,2.7,2.9,0.9,1.1,0.5,2,5.6,4.816955684,0.555448223,0.903732809,9.024390244,3
Patrick Mills,SAS,PG,16,12.5,2.2,4.7,46.7,0.8,2.2,37.1,0.1,0.2,66.7,0.3,0.9,1.2,1.1,0.6,1.3,0.1,0.8,5.3,-4.533333333,0.556865828,0.871794872,4.6875,1.6
Patrick Patterson,HOU,PF,47,26,5,9.7,51.9,0.7,2,36.5,0.8,1,75.5,1.6,3.1,4.7,1.1,0.4,0.9,0.6,1.9,11.6,-0.641025641,0.571662331,1.04506232,13,4.1
Patty Mills,SAS,PG,42,10.8,1.9,4,47,0.9,2.3,41.1,0.3,0.4,87.5,0.1,0.6,0.7,1.1,0.4,0.5,0,1,5,2.160493827,0.598358787,1.063291139,4.69047619,1
Pau Gasol,LAL,PF,48,33.7,5.5,11.8,46.4,0.2,0.6,28.6,2.5,3.6,70.1,2.3,6.3,8.6,4.1,0.5,2.2,1.3,1.9,13.6,1.582591494,0.508471937,0.86090969,20.70833333,8.1
Paul George,IND,SF,79,37.5,6.2,14.8,41.8,2.2,5.9,36.4,2.8,3.4,81.5,1.1,6.5,7.6,4.2,1.8,3,0.6,2.9,17.4,-0.533333333,0.534038653,0.892567348,20.59493671,8.9
Paul Millsap,UTH,PF,77,30.3,5.5,11.2,48.8,0.2,0.5,31.6,3.4,4.6,74.4,2.2,4.8,7.1,2.5,1.3,1.8,1,2.9,14.5,-0.440044004,0.548754127,0.948217317,20.1038961,7.1
Paul Pierce,BOS,SF,77,33.5,6.2,14.2,43.6,1.9,5,38,4.3,5.5,78.7,0.6,5.7,6.3,4.8,1.1,2.8,0.4,2.7,18.6,1.194029851,0.559567351,0.941485865,21.5974026,7.2
Quentin Richardson,NYK,SF,1,29,1,11,9.1,1,4,25,2,2,100,5,5,10,1,0,2,0,1,5,-4.597701149,0.21043771,0.357142857,4,5
Quincy Acy,TOR,SF,29,12.2,1.6,2.8,56.1,0.1,0.1,66.7,1.2,1.4,83.3,1,1.7,2.7,0.4,0.5,0.6,0.5,1.9,4.4,-2.732240437,0.646203554,1.080168776,6.965517241,2.7
Quincy Pondexter,MEM,SF,58,21.1,2.2,5,43.5,1,2.6,39.9,1,1.3,78.7,0.7,1.5,2.3,1,0.6,0.7,0.1,1.6,6.4,-0.157977883,0.574303406,1.006784261,7.189655172,2.2
Rajon Rondo,BOS,PG,38,37.4,5.9,12.2,48.4,0.3,1.3,24,1.6,2.4,64.5,1.1,4.4,5.6,11,1.8,3.9,0.2,2.5,13.7,9.180035651,0.516824062,0.792395437,22.92105263,6.4
Ramon Sessions,CHA,PG,61,27,4.5,11.1,40.8,0.5,1.8,30.8,4.8,5.7,83.9,0.4,2.3,2.8,3.8,0.8,1.7,0.1,1.5,14.4,3.086419753,0.528839204,0.919371728,14.49180328,3.2
Randy Foye,UTH,PG,81,27.4,3.6,9,39.8,2.2,5.3,41.2,1.5,1.8,81.9,0.2,1.3,1.6,2,0.8,1.1,0.3,2.3,10.8,0.851581509,0.551535475,0.982042649,9.308641975,2.4
Rashard Lewis,MIA,PF,55,14.2,1.9,4.5,42.1,0.9,2.3,39.5,0.5,0.8,60.5,0.3,1.9,2.2,0.6,0.4,0.5,0.2,1.2,5.2,-0.704225352,0.534859366,0.959731544,5.8,2.5
Rasheed Wallace,NYK,PF,21,14.1,2.6,6.8,38.7,1,3.3,31.9,0.7,1,70,0.5,3.4,4,0.3,0.6,0.5,0.7,1.9,7,-2.127659574,0.482790331,0.893617021,8.19047619,4.7
Ray Allen,MIA,SG,80,25.8,3.7,8.2,44.8,1.8,4.2,42.4,1.8,2,88.8,0.5,2.2,2.7,1.7,0.8,1.3,0.2,1.7,10.9,-0.645994832,0.600220264,1.038095238,10.7,3.2
Raymond Felton,NYK,PG,67,34,5.6,13,42.7,1.4,3.8,36.1,1.5,1.9,78.9,0.7,2.1,2.9,5.5,1.4,2.3,0.2,1.9,14,4.019607843,0.505998619,0.861736334,14.70149254,3.7
Reggie Evans,BKN,PF,81,24.8,1.6,3.3,48.5,0,0,0,1.4,2.8,51.1,3.3,8,11.2,0.5,0.9,1.4,0.2,2.5,4.7,-4.301075269,0.519243349,0.772036474,15.80246914,9.1
Reggie Jackson,OKC,PG,69,14.1,2.1,4.7,46.1,0.3,1.5,23.1,0.8,0.9,83.9,0.3,2,2.3,1.8,0.4,0.7,0.2,1.2,5.4,3.546099291,0.530915509,0.925558313,6.927536232,2.6
Richard Hamilton,CHI,SG,50,21.8,4.1,9.5,42.9,0.3,1,30.8,1.3,1.5,85.7,0.3,1.3,1.7,2.4,0.5,1.7,0.1,1.9,9.8,-0.458715596,0.482283465,0.820083682,7.6,1.9
Richard Jefferson,GSW,SF,56,10.1,1.1,2.4,45.6,0.3,0.8,31.1,0.7,0.9,71.7,0.1,1.4,1.5,0.6,0.3,0.4,0.1,0.8,3.1,-5.50E-16,0.557692308,0.961325967,4.125,1.8
Ricky Rubio,MIN,PG,57,29.6,3.2,9.1,35.4,0.5,1.6,28.6,3.7,4.6,80.4,0.8,3.2,4,7.2,2.5,3,0.1,2.5,10.6,6.081081081,0.476130416,0.735688185,16.40350877,5.8
Robin Lopez,NOR,C,80,26.1,4.7,8.8,53.4,0,0,0,2,2.5,77.3,2.8,2.9,5.7,0.8,0.4,1.4,1.6,2.1,11.4,-3.320561941,0.575757576,0.995633188,14.9,4.9
Rodney Stuckey,DET,PG,77,28.5,4.1,9.9,40.9,0.7,2.4,30.1,2.8,3.6,78.1,0.6,2.3,2.9,3.6,0.7,1.8,0.2,1.6,11.6,2.105263158,0.505159071,0.859066859,12.18181818,3.2
Rodrigue Beaubois,DAL,PG,45,12.3,1.4,3.9,36.9,0.5,1.6,29.2,0.7,0.8,78.9,0.2,1,1.2,1.9,0.4,0.7,0.1,1.2,4,4.60704607,0.469140951,0.796460177,4.511111111,1.5
Roger Mason Jr.,NOR,SG,67,18,2,4.5,44,1,2.3,42,0.6,0.6,90.7,0.2,1.8,2,1.1,0.4,0.7,0.2,1.6,5.5,0.185185185,0.577284105,1,6,2.4
Ronnie Brewer,NYK,SF,46,15.4,1.4,3.8,36.6,0.5,1.5,31,0.3,0.8,41,0.6,1.5,2.2,0.9,0.7,0.3,0.1,0.6,3.6,1.948051948,0.433918862,0.8,5.304347826,2.3
Ronnie Price,POR,PG,39,13.1,1,3.1,32.5,0.3,1,25.6,0.4,0.6,70.8,0.3,0.8,1.1,1.9,0.7,0.9,0.1,1.6,2.7,2.798982188,0.400396583,0.626865672,3.692307692,1.6
Ronny Turiaf,LAC,C,65,10.8,0.8,1.5,50.5,0,0,0,0.4,1,36.5,0.7,1.6,2.3,0.5,0.3,0.4,0.5,1.2,1.9,-0.617283951,0.489731438,0.792332268,5.030769231,2.4
Roy Hibbert,IND,C,79,28.7,4.9,10.9,45,0,0.1,25,2.1,2.8,73.4,3.7,4.6,8.3,1.4,0.5,2.1,2.6,3.5,11.9,-4.06504065,0.490482551,0.826373626,17.30379747,7.7
Royal Ivey,PHI,PG,52,13.3,1.2,2.7,43,0.7,1.7,41.9,0.2,0.3,56.3,0.3,0.8,1.1,0.6,0.4,0.4,0.1,1.4,3.2,-4.17E-16,0.564472252,0.982248521,3.576923077,1.3
Rudy Gay,MEM,SF,42,36.7,6.7,16.4,40.8,1,3.1,31,2.9,3.7,77.6,1.3,4.6,5.9,2.6,1.3,2.5,0.7,2.1,17.2,-2.089009991,0.476756471,0.828456684,16.30952381,6.6
Russell Westbrook,OKC,PG,81,34.9,8.2,18.7,43.9,1.2,3.7,32.7,5.6,7,80.1,1.3,3.9,5.2,7.4,1.8,3.3,0.3,2.3,23.2,4.680038204,0.532451487,0.909707093,25.48148148,6
Ryan Anderson,NOR,PF,79,31.1,5.9,13.8,42.6,2.7,6.9,38.6,1.8,2.2,83.9,2.4,4.1,6.5,1.2,0.5,1.2,0.4,2.2,16.3,-1.286173633,0.552050473,1.012578616,16.2278481,5
Ryan Hollins,LAC,C,60,11.1,1.2,1.9,61.4,0,0,0,1.1,1.5,75,0.8,1.5,2.3,0.2,0.1,0.7,0.6,2.2,3.4,-5.105105105,0.6640625,1.014925373,5.6,2.2
Sam Young,IND,SF,57,12.2,1,2.6,39.6,0.3,0.9,30.8,0.4,0.8,53.5,0.4,1.7,2.2,0.7,0.3,0.6,0.1,1.1,2.8,-1.092896175,0.475511175,0.780487805,4.315789474,2.1
Samardo Samuels,CLE,PF,18,10.8,1.2,3.3,36.7,0,0.1,0,0.8,1.3,58.3,0.6,1,1.6,0.4,0.2,0.3,0.2,1.7,3.2,-0.308641975,0.419560185,0.768211921,3.777777778,1.4
Samuel Dalembert,MIL,C,47,16.2,2.9,5.4,54.2,0,0,100,0.8,1.2,69.1,2.2,3.6,5.9,0.4,0.4,1.1,1.1,1.9,6.7,-5.144032922,0.565245478,0.943113772,11.29787234,5.1
Sasha Pavlovic,POR,SG,38,13.8,1.1,3.1,35.6,0.5,1.6,30.5,0,0.2,16.7,0.2,1.3,1.5,0.8,0.6,0.4,0.1,1.6,2.7,0.966183575,0.423798552,0.751824818,3.526315789,2
Sebastian Telfair,PHO,PG,46,17.3,2,5.4,38.1,0.9,2.5,38.1,1,1.2,77.2,0.3,1.2,1.5,2.5,0.6,1.2,0.2,1.8,6,2.697495183,0.506980162,0.835098336,6.413043478,2
Serge Ibaka,OKC,PF,79,31.1,5.6,9.7,57.3,0.3,0.7,35.1,1.8,2.4,74.6,2.7,5,7.7,0.5,0.3,1.6,3.1,2.7,13.2,-4.072883173,0.613818267,1.056737589,19.70886076,8.4
Shane Battier,MIA,SF,72,24.8,2.1,5,42.1,1.9,4.4,43.8,0.5,0.6,85,0.5,1.7,2.2,1.1,0.6,0.5,0.7,2,6.6,0.940860215,0.626781379,1.137724551,7.875,3
Shannon Brown,PHO,PG,58,24.1,4.1,9.8,42.1,0.7,2.4,27.7,1.7,2.2,78.4,0.8,1.8,2.6,1.9,1,1.3,0.3,1.6,10.6,-0.138312586,0.492535879,0.869872702,9.896551724,3.1
Shaun Livingston,CLE,PG,48,23.1,2.9,5.8,50.7,0,0,0,1.4,1.6,84.8,0.6,1.9,2.5,3.6,0.8,1.2,0.6,2.2,7.2,5.194805195,0.554700526,0.923898531,10.8125,3.3
Shavlik Randolph,BOS,PF,15,12.4,1.5,2.6,56.4,0,0,0,0.5,1.5,31.8,1.6,2.6,4.2,0.3,0.5,0.6,0.5,2.1,3.4,-3.225806452,0.519136808,0.857142857,8.266666667,3.6
Shawn Marion,DAL,SF,66,29.9,5.2,10.2,51.3,0.3,1.1,30.6,1.1,1.5,77.3,2.2,5.6,7.8,2.4,1.1,1.5,0.7,1.7,11.9,0.334448161,0.547755945,0.955569081,17.78787879,7.4
Shelvin Mack,ATL,PG,20,13.9,2.1,4.5,47.2,0.8,1.9,42.1,0.5,0.7,71.4,0,1.2,1.2,2.5,0.5,1.3,0,1.4,5.5,2.637889688,0.571963394,0.894308943,6.2,1.7
Solomon Jones,NYK,PF,2,13,0,0.5,0,0,0,0,0,0,0,0.5,1,1.5,0,0,1.5,0.5,1.5,0,-11.53846154,0,0,0,1.5
Spencer Hawes,PHI,C,82,27.1,4.5,9.8,46.3,0.4,1.1,36,1.5,1.9,77.1,2.1,5.1,7.2,2.2,0.3,1.6,1.4,2.8,10.9,-0.49200492,0.512238724,0.882527147,15.5,6.8
Stephen Curry,GSW,PG,77,38.3,8.1,17.8,45.2,3.5,7.7,45.4,3.4,3.7,89.9,0.8,3.3,4.1,6.8,1.6,3.1,0.2,2.5,23,3.742384682,0.591753542,1.010556348,23.19480519,5.1
Stephen Jackson,SAS,SF,56,19.6,2.3,6,37.5,0.8,3.1,27,0.9,1.3,70.8,0.4,2.4,2.8,1.4,0.7,1.4,0.3,1.6,6.3,-2.380952381,0.479463219,0.783573807,6.803571429,3.4
Steve Blake,LAL,PG,44,25.7,2.5,6,42.4,1.6,3.8,42.2,0.6,0.8,77.1,0.4,2.5,2.9,3.8,0.8,1.3,0.1,1.8,7.3,4.798962387,0.57444524,0.948301329,10.29545455,3.4
Steve Nash,LAL,PG,50,32.6,4.7,9.5,49.7,1.1,2.6,43.8,2.1,2.3,92.2,0.5,2.3,2.8,6.7,0.6,2.5,0.1,1.4,12.7,6.032719836,0.604071537,0.965779468,15.8,3
Steve Novak,NYK,SF,80,20.4,2.2,5.3,41.5,1.9,4.4,42.8,0.4,0.4,90.9,0.2,1.7,1.9,0.4,0.4,0.2,0.1,1.2,6.7,0.326797386,0.611760409,1.175438596,6.2,2.2
Taj Gibson,CHI,PF,65,22.5,3.3,6.8,48.5,0,0.1,0,1.4,2,67.9,1.9,3.4,5.3,0.9,0.4,1.2,1.4,2.6,8,-2.666666667,0.520833333,0.888888889,11.90769231,5.2
Tayshaun Prince,DET,SF,45,32.4,4.8,10.8,44.4,0.5,1.2,43.4,1.6,2.1,79.6,1,3.7,4.6,2.5,0.5,1.2,0.3,1,11.7,1.440329218,0.499242137,0.897021277,12.95555556,4.5
Terrence Jones,HOU,PF,19,15.2,2.5,5.4,46.6,0.4,1.2,30.4,0.7,1.1,70,1.7,2,3.7,0.8,0.7,0.7,1.1,1.2,6.2,-1.096491228,0.525659301,0.932806324,9.315789474,3.8
